LotArea,YearBuilt,OverallQual,OverallCond,GrLivArea,GarageCars,FullBath,BedroomAbvGr,TotRmsAbvGrd,Neighborhood,SalePrice
12966,1991,4,5,534,2,2,1,13,CollgCr,332902
12174,1996,10,2,1919,3,2,2,2,Crawfor,182154
2853,1958,9,5,3170,0,2,5,8,CollgCr,288013
6146,1958,7,6,3865,0,2,3,7,Crawfor,146368
13928,1947,6,2,1088,2,2,4,4,CollgCr,95891
5769,1940,7,6,3920,1,1,1,2,NoRidge,489026
2574,1912,1,6,3718,3,3,5,14,Crawfor,96901
13453,2006,1,1,3638,2,2,1,5,Veenker,416056
3148,1944,8,1,1403,0,1,1,10,Crawfor,121062
8293,1988,2,10,3067,4,0,1,3,Crawfor,202635
8457,1952,10,3,2669,1,2,1,4,Crawfor,384152
9509,1941,9,10,839,4,0,1,3,NoRidge,445991
11907,1999,7,10,674,2,2,4,3,CollgCr,459044
6777,1962,6,3,2423,0,1,5,11,Veenker,330118
5854,1926,1,4,2214,3,1,1,12,CollgCr,203460
4491,1937,1,2,1096,4,1,1,12,CollgCr,130591
12852,1959,2,9,950,3,3,1,9,Mitchel,302990
5124,1906,6,10,1056,0,0,1,4,NoRidge,330759
7691,1904,6,7,1659,4,3,2,8,Mitchel,481102
5051,2006,2,7,3587,3,2,2,9,NoRidge,72838
2004,1944,1,6,1856,3,0,3,4,CollgCr,352872
7222,1957,10,3,3766,4,1,1,3,CollgCr,166249
7315,2020,5,6,2556,0,0,3,14,NoRidge,128000
6869,2014,5,8,2881,3,1,4,14,CollgCr,364942
2876,1930,2,8,3904,2,3,3,9,CollgCr,462838
11183,1922,6,9,1516,4,3,5,4,Veenker,194608
9027,1941,9,1,2874,1,1,2,8,Mitchel,186772
6142,1909,2,1,2562,1,1,2,13,Mitchel,219911
8966,1931,10,3,1338,0,2,1,2,Mitchel,322392
9079,2006,2,3,2137,2,3,1,13,Crawfor,95291
9987,1952,3,10,725,3,3,4,7,Veenker,394773
8799,1929,7,8,3996,1,2,4,13,Mitchel,265963
14556,1938,6,10,2313,0,3,5,13,Mitchel,175612
6465,1930,8,1,3979,2,1,1,14,Veenker,67177
2635,1981,8,2,2660,2,0,1,10,CollgCr,462699
3693,1999,6,2,2520,0,0,4,13,Mitchel,93815
11874,1901,10,3,1951,0,3,4,4,CollgCr,350677
6752,1977,3,6,2548,3,2,4,8,Mitchel,312170
10311,1976,3,1,2813,0,1,2,14,NoRidge,154997
2830,1992,1,2,2014,3,0,3,7,Crawfor,110611
13867,1911,7,1,1731,3,1,3,9,Mitchel,137242
7177,1938,5,5,2145,4,3,1,4,NoRidge,467876
11561,1965,4,7,2235,2,3,2,4,Veenker,236175
10932,1995,10,8,3499,2,0,4,5,NoRidge,495469
10308,1912,4,10,3940,2,3,1,4,Veenker,417057
7949,1945,4,1,805,4,2,2,10,Mitchel,92082
4838,1926,6,7,2559,3,3,5,12,Veenker,197330
3150,2012,8,5,3916,3,3,2,5,NoRidge,153613
9560,2004,8,10,2223,0,3,1,7,Crawfor,410459
3931,1916,5,1,2189,4,1,3,9,CollgCr,401834
11204,2003,6,3,2017,0,1,4,12,CollgCr,145220
3664,1994,4,7,1891,4,0,5,14,Crawfor,65389
3081,1997,9,10,3484,0,0,2,9,CollgCr,141860
14921,1959,8,1,919,1,0,1,6,Mitchel,208757
2512,1963,10,7,3436,2,3,1,6,Mitchel,470411
13041,1987,10,5,2718,2,1,4,7,NoRidge,71797
9805,2008,1,1,633,3,2,1,11,NoRidge,424119
7237,1934,2,1,2530,1,3,1,8,Veenker,409313
2559,2011,9,1,3512,2,3,4,14,NoRidge,295939
5672,1969,8,9,1950,3,3,5,14,Mitchel,116332
14775,1982,3,3,3596,1,2,3,11,NoRidge,286655
9404,1929,8,5,2053,2,0,3,8,CollgCr,274997
5343,1970,1,10,3761,0,2,2,14,Veenker,450404
6070,1973,10,9,1664,4,0,5,5,Veenker,335840
14991,2004,4,6,2369,1,2,2,7,Mitchel,52024
11662,1995,3,9,2319,3,1,3,8,NoRidge,479201
2580,1997,6,8,3205,1,3,4,6,CollgCr,187656
9004,1962,7,8,3886,3,3,1,6,NoRidge,403142
12486,1927,4,1,1842,1,3,3,3,Crawfor,208116
10130,1959,7,9,1964,3,0,5,8,NoRidge,307339
5147,1978,9,6,3663,2,2,3,13,Mitchel,317429
6249,1993,2,9,2726,0,1,5,7,NoRidge,319514
3679,1936,3,3,1579,2,2,5,12,Veenker,67903
5506,1992,5,3,1678,0,3,5,2,CollgCr,213571
9253,1921,3,6,2195,2,1,2,5,Mitchel,410048
4744,1967,8,9,610,2,1,4,4,Crawfor,335139
13548,1919,10,7,2684,1,3,3,13,CollgCr,417304
14237,1995,8,3,2779,4,2,4,4,CollgCr,478416
11435,1999,8,3,3539,3,3,1,8,Veenker,138377
7188,2013,9,2,967,3,2,3,12,Veenker,251474
13310,1967,4,9,3279,3,1,4,13,Veenker,456782
4141,1990,5,3,3028,0,1,4,11,Mitchel,349966
13251,1963,5,5,3639,3,3,1,5,NoRidge,419556
14740,1916,8,9,1313,3,1,5,13,CollgCr,363366
13151,1911,7,8,1772,1,0,3,9,NoRidge,406232
12457,1921,9,2,1493,2,1,3,12,NoRidge,402594
8617,1916,8,3,2531,3,0,1,10,Veenker,493884
4479,1909,2,2,822,4,1,5,4,NoRidge,159366
8484,2017,10,8,3469,3,3,3,6,CollgCr,422222
14838,1964,4,6,1403,0,3,3,5,CollgCr,113853
11827,1921,6,6,2041,0,0,3,13,Crawfor,235715
9421,1989,2,9,2499,0,3,5,11,Mitchel,435938
11949,2019,7,8,2315,3,1,1,7,NoRidge,203405
6452,2022,3,4,3153,1,1,3,12,Mitchel,459174
12262,1981,3,4,2976,4,3,4,11,Mitchel,102442
7881,1949,2,9,3840,3,1,5,5,Mitchel,464170
8665,1913,8,1,647,1,2,2,9,Mitchel,280755
4849,1963,6,2,1641,1,2,1,4,CollgCr,59675
13443,1946,1,2,1349,3,1,4,12,NoRidge,139590
9390,1928,1,6,866,3,3,3,6,Crawfor,420714
8905,1975,7,4,3397,1,0,2,14,Mitchel,343805
13922,1935,8,10,1589,1,3,1,2,Crawfor,114289
4489,2022,5,3,2538,1,0,5,14,CollgCr,67184
11823,1998,5,3,3360,3,3,2,7,CollgCr,360107
13008,1951,4,3,3941,1,1,2,12,Veenker,206894
11207,2024,6,6,674,0,2,4,6,Mitchel,257537
11540,1975,6,8,2354,3,3,1,9,Veenker,317411
6611,1906,3,7,1087,0,0,4,10,Crawfor,233719
13279,1928,9,4,994,2,2,4,9,NoRidge,374958
4839,1910,7,4,3520,3,0,3,9,Veenker,348169
10527,1932,1,10,1637,2,1,5,13,CollgCr,171246
7878,1905,7,2,3682,1,2,2,14,Mitchel,389749
14784,2010,5,1,2284,1,0,1,4,Crawfor,182053
11087,1978,5,9,1670,4,3,5,5,CollgCr,355580
8303,1931,2,2,534,1,1,5,12,NoRidge,199544
13738,1950,4,8,1498,2,1,1,5,Mitchel,200408
2851,1974,6,9,1832,1,1,5,12,NoRidge,206659
3687,1957,10,4,3085,3,3,3,6,NoRidge,389336
12123,1986,7,8,3297,1,3,5,14,Mitchel,287439
8833,1925,5,9,1537,4,2,3,10,Mitchel,496229
13938,1997,9,10,873,1,3,2,13,NoRidge,432735
4427,1945,3,10,3104,2,2,2,10,Crawfor,396655
11760,1997,1,5,1951,2,1,4,11,Mitchel,59665
6000,1928,4,7,2251,1,2,3,14,CollgCr,208169
7052,1903,9,10,2780,2,0,2,13,Veenker,403421
4738,1980,4,4,1204,2,1,5,2,Crawfor,102474
13690,1998,2,1,1062,4,1,1,9,Mitchel,253045
7732,1912,10,3,3486,3,2,1,2,Mitchel,468401
7387,2004,5,5,3434,4,1,3,3,Crawfor,125911
10002,1938,3,3,3273,0,3,4,8,Veenker,142643
7536,1914,9,7,3846,4,0,5,9,NoRidge,342628
5913,2018,4,9,2373,1,2,3,2,CollgCr,309383
3066,1928,6,6,2623,3,2,1,4,Mitchel,413309
9723,1928,2,10,938,1,1,3,8,Veenker,226682
6380,1974,6,1,2383,0,3,5,14,CollgCr,231879
12636,2015,3,7,2479,3,1,2,10,Crawfor,494123
6107,1931,9,3,1198,2,1,5,9,Mitchel,337979
7726,1901,2,5,1812,4,2,2,9,NoRidge,276351
5373,1946,9,10,3462,1,1,2,10,Crawfor,146453
14161,1977,5,4,2063,0,0,2,11,Mitchel,103790
12738,1983,8,10,3438,2,1,3,4,Veenker,258032
10945,1921,2,5,1191,4,1,1,9,CollgCr,321787
4082,1974,6,5,2800,2,2,3,2,CollgCr,387990
12966,1926,3,6,3697,4,1,1,9,Mitchel,462167
13088,1966,10,10,1700,3,3,5,14,Crawfor,458449
14377,1980,5,10,3608,2,2,4,8,NoRidge,63200
10967,2007,8,6,2957,2,1,5,14,Veenker,102275
8748,1955,10,8,2134,2,0,3,9,Mitchel,401145
11817,1991,1,8,2133,3,0,3,2,Veenker,202363
13261,1992,5,9,626,0,2,1,7,CollgCr,354592
2417,1920,3,8,2006,4,2,3,8,NoRidge,473796
10306,1946,4,2,1691,2,1,2,12,Veenker,141685
10808,1979,2,10,3139,3,3,3,6,Mitchel,464562
5974,2000,9,1,793,0,1,1,6,NoRidge,322763
5267,1958,3,10,1866,4,0,1,8,Crawfor,155454
2825,1983,2,2,1519,3,3,2,12,Mitchel,51766
9668,1905,10,2,2857,4,3,1,4,Veenker,315693
7745,1918,9,3,3209,2,3,4,7,NoRidge,199765
11708,1956,7,10,3075,0,1,5,8,Mitchel,306356
13338,1968,6,7,3087,3,0,3,2,NoRidge,420082
2412,1902,1,2,918,0,2,4,13,NoRidge,439817
9543,2022,5,1,943,2,1,3,3,NoRidge,360472
9587,1900,3,6,1184,0,2,4,13,Veenker,270172
2728,1957,1,9,3387,0,3,3,5,Mitchel,75301
13540,2023,4,3,2783,1,3,2,14,CollgCr,94763
9164,1937,2,6,1962,0,1,1,9,CollgCr,201837
13000,1914,2,3,2761,4,0,1,12,Veenker,356931
10867,1933,3,1,584,3,3,2,14,Veenker,432819
13657,1960,8,5,3341,1,2,4,11,NoRidge,57425
7988,1934,8,10,2267,3,2,5,7,Mitchel,325001
4504,1963,7,4,584,3,1,4,2,Mitchel,233843
4967,2012,6,7,2444,2,2,1,11,Crawfor,405143
4786,1924,9,6,2612,2,0,5,6,Crawfor,465660
3122,1923,4,10,2169,1,3,3,8,CollgCr,309561
6079,1911,1,7,1162,2,2,5,14,Crawfor,91457
3571,1917,8,5,1126,2,2,4,7,Crawfor,260813
7073,1914,7,4,563,2,3,2,14,CollgCr,443920
7104,2007,7,7,3914,3,1,3,14,CollgCr,55452
4143,1979,3,7,3486,1,2,4,13,Crawfor,161153
11879,1926,4,6,1418,3,1,3,10,Mitchel,351006
8806,1971,10,8,1875,4,1,5,9,Crawfor,242543
9357,1959,9,4,1681,3,2,1,5,NoRidge,330444
14324,1945,6,10,2112,4,0,4,14,NoRidge,452782
14043,1988,5,5,990,0,1,2,12,NoRidge,450717
5440,1916,3,4,2378,0,2,5,13,Veenker,51845
5766,1992,9,1,3796,4,1,4,6,NoRidge,169342
7644,1952,5,8,2440,4,3,2,8,Mitchel,351325
12518,1907,5,1,812,3,0,4,9,Veenker,287366
4914,1978,4,5,3162,4,0,5,6,Veenker,289004
6968,1926,4,6,1418,1,3,4,10,NoRidge,244110
7917,1945,1,6,2382,0,3,3,11,Crawfor,298850
14144,1949,7,5,1312,0,1,5,13,CollgCr,264362
10787,2015,9,3,3487,4,3,4,5,Crawfor,297688
2728,1970,3,5,1989,2,0,1,5,Crawfor,84404
3365,1902,2,8,3659,2,3,4,14,Veenker,72564
6492,1992,3,2,1826,4,2,3,9,Veenker,147898
2698,1963,1,6,1179,1,2,2,2,Veenker,330371
9186,1943,6,9,934,2,1,2,9,Mitchel,145259
2395,1952,7,8,1181,4,0,2,6,Mitchel,174451
9400,1923,2,8,1658,1,2,1,14,CollgCr,490691
10082,1959,8,8,1573,1,3,3,12,Veenker,67215
6171,2021,6,7,1955,3,2,5,2,NoRidge,180577
6360,1902,4,8,2887,1,2,2,5,Veenker,308392
4502,1919,5,6,2894,2,1,3,3,Mitchel,121074
12011,1945,8,2,3193,2,3,4,5,Veenker,464915
2717,1914,3,2,1870,4,3,1,9,Mitchel,158621
4782,1924,3,8,1148,4,3,3,6,Veenker,455670
6946,1993,4,1,744,1,1,3,2,NoRidge,229289
13769,1977,1,6,2656,0,3,5,8,CollgCr,156759
7486,1970,9,6,3080,3,3,3,2,NoRidge,178471
10335,1916,8,4,3661,0,2,5,10,Mitchel,333855
6980,2007,8,10,795,1,2,1,4,Crawfor,458275
13332,1983,10,3,2659,1,3,1,13,NoRidge,98398
9266,1999,6,3,2112,0,0,4,4,Veenker,313430
6491,1908,7,1,3748,3,0,5,7,CollgCr,215369
9192,1937,6,3,2890,0,3,5,11,Veenker,158304
13130,1947,9,4,2648,4,0,2,7,Veenker,154959
7588,2020,3,5,3176,2,1,2,14,NoRidge,289317
9651,1959,3,3,2127,4,2,4,12,CollgCr,207557
5636,1962,3,6,3972,2,1,1,12,Crawfor,372111
13414,1985,10,5,527,1,2,2,7,Veenker,409947
3167,2017,3,3,3484,3,0,3,14,CollgCr,179745
12808,2016,9,6,2485,0,0,1,2,Crawfor,104583
3062,2016,4,6,2060,3,3,3,6,Veenker,174077
4156,1901,7,8,557,0,0,5,13,CollgCr,494846
9860,1987,9,2,2021,4,0,1,7,NoRidge,161359
7161,1971,7,1,796,4,3,4,9,Veenker,77086
7305,1910,9,4,2681,0,3,5,14,Veenker,197556
13174,1963,3,7,3902,3,2,5,2,CollgCr,249695
8541,1976,4,10,2796,0,0,3,6,Veenker,154132
13486,1980,8,3,3568,1,2,5,4,Crawfor,109263
6729,1971,6,3,3097,4,2,2,3,Veenker,199747
11348,1920,5,5,1401,1,1,1,12,Mitchel,432299
9330,1917,4,5,2464,4,0,2,9,Crawfor,110664
7334,1993,8,10,1598,4,0,3,8,CollgCr,467896
10924,1963,1,3,2177,2,1,3,11,Crawfor,460293
6330,1981,9,9,3381,1,2,1,8,Mitchel,432618
10010,2009,1,4,1691,1,0,5,6,Mitchel,481390
8801,2010,8,3,1270,2,2,4,13,Veenker,389112
6846,1994,4,2,2026,3,1,3,14,Veenker,446707
8731,1937,9,10,1878,1,3,1,10,NoRidge,227198
9241,1931,5,9,1748,0,2,4,6,Crawfor,292730
2953,1910,3,4,2054,2,0,5,3,NoRidge,446608
4539,1944,9,3,645,1,3,3,4,Mitchel,117804
9056,1988,9,7,2483,3,2,1,5,Veenker,350544
13516,1932,4,8,1764,1,2,1,6,Veenker,479767
13493,2023,4,2,2407,4,3,1,14,Veenker,340232
3542,2001,8,7,3440,0,3,3,4,CollgCr,261087
7293,1940,2,5,2891,2,3,4,13,Mitchel,468681
3191,1907,9,5,2272,4,0,1,8,Veenker,491371
8313,1910,6,3,1558,3,0,5,6,Mitchel,137893
13185,1985,9,5,3249,4,2,1,6,Veenker,318113
8938,1950,8,2,2548,4,2,4,7,Crawfor,58981
4681,1987,7,4,2519,3,1,3,8,Mitchel,464248
11409,1940,1,6,652,4,0,1,11,NoRidge,366235
3540,1916,3,1,2976,2,2,1,11,CollgCr,157154
8172,1975,2,10,1007,1,3,5,9,NoRidge,336552
13428,2020,5,4,3697,4,3,5,10,Mitchel,205313
7541,1945,5,6,990,2,0,1,12,Veenker,360084
12578,1931,5,9,844,1,3,1,5,Mitchel,232177
13911,1978,4,2,2435,1,1,5,6,CollgCr,242122
11580,1979,5,7,2261,4,2,4,6,Mitchel,53657
12048,1953,3,6,720,2,2,2,9,Veenker,333374
3365,1985,1,2,2438,4,2,2,10,NoRidge,461896
10691,1991,5,8,2442,3,0,1,8,Crawfor,263766
11872,1919,9,7,1222,1,3,5,6,NoRidge,134731
10702,1932,9,5,3596,4,1,3,4,Veenker,223412
9494,1973,4,5,1027,1,0,3,2,Veenker,217022
6312,1939,3,7,3753,2,2,2,12,CollgCr,188939
3324,1931,1,9,2022,0,1,4,10,Mitchel,259614
11347,2013,2,9,3388,4,2,2,6,Mitchel,54329
12019,2023,8,9,2164,4,2,1,10,NoRidge,348009
5141,1996,1,6,3613,1,0,4,11,Crawfor,248012
9419,1901,8,10,980,2,2,3,13,Crawfor,87869
5486,1996,7,6,3477,3,1,5,14,CollgCr,247977
3810,1932,8,3,2371,2,2,5,5,Veenker,432329
8588,2004,6,1,3419,4,3,1,6,CollgCr,133984
4923,1976,9,7,1962,3,2,2,5,Mitchel,437316
7301,1929,3,4,1925,2,0,1,3,Veenker,151069
12406,1932,10,1,844,0,1,5,13,CollgCr,298577
6186,1976,4,8,544,1,0,3,2,NoRidge,401855
10905,2015,6,6,2568,2,3,5,9,Mitchel,378396
7977,1925,8,6,2157,2,2,4,5,Crawfor,391530
13794,1921,5,2,3641,0,0,5,6,CollgCr,168728
14326,2002,3,1,2387,4,0,5,7,Mitchel,444927
13714,1965,6,2,3420,1,0,4,9,Mitchel,75801
6268,1937,4,4,2595,2,0,2,12,Crawfor,268359
6748,2002,9,2,2014,3,3,5,9,Crawfor,285637
6849,1989,3,1,3098,2,3,1,8,Crawfor,140709
11435,1945,4,7,2834,1,2,5,5,CollgCr,365414
5709,2021,7,8,1501,2,2,1,7,Crawfor,367679
11273,2013,7,6,1533,0,1,4,5,NoRidge,305560
8619,1914,4,4,3089,2,3,5,8,Mitchel,293738
10647,1997,6,6,2540,2,0,4,13,Crawfor,257831
11086,2005,3,3,3303,3,0,4,14,Mitchel,66220
11576,2018,6,8,773,0,1,2,13,Veenker,325536
12150,1943,2,10,1455,0,0,5,14,Veenker,445462
5072,1948,8,2,3147,2,1,1,14,Crawfor,332154
8530,2003,2,5,2279,3,2,1,12,Mitchel,176951
12188,1974,7,1,880,2,3,5,2,Veenker,380502
14477,1960,9,6,1852,2,1,2,6,Crawfor,198306
2504,1966,1,2,978,1,0,2,11,Mitchel,408334
3214,2022,8,4,2562,1,1,2,13,Crawfor,165795
3531,1905,7,6,1015,3,2,1,11,Mitchel,492667
13632,1908,6,10,690,4,0,4,5,Veenker,434934
9576,1905,6,8,1691,1,2,2,12,Crawfor,175223
2823,1972,6,8,3168,4,2,1,8,Veenker,125205
2928,2002,9,6,1660,0,1,1,14,Crawfor,465000
7029,1994,2,4,2701,1,2,4,10,CollgCr,472888
2133,1931,1,8,1911,1,0,5,6,Veenker,51082
4105,1940,6,8,3780,3,2,5,5,Veenker,454364
5627,2013,10,10,771,4,2,2,10,NoRidge,208566
14972,1975,8,1,642,1,1,2,6,Veenker,387237
8316,1907,3,4,2412,1,2,4,10,Mitchel,364096
3852,1971,10,4,1592,3,3,2,9,Crawfor,86719
6910,1949,1,7,2794,3,1,4,5,CollgCr,98737
6175,1991,9,7,3832,4,1,1,12,Mitchel,157271
13125,1961,1,8,1287,0,0,2,12,Mitchel,220608
13476,1983,3,5,2626,0,0,1,8,Mitchel,231676
14490,1961,8,7,2181,2,0,3,6,Mitchel,494049
13003,2010,3,8,1122,1,0,4,11,CollgCr,457255
7348,2022,4,9,3072,4,3,3,5,NoRidge,117839
11442,1906,8,3,3319,1,1,2,6,Veenker,360075
13704,1974,1,3,1437,4,2,1,6,Mitchel,352069
8190,1983,6,4,3901,4,0,2,12,Veenker,232075
3256,1979,1,5,3760,4,0,3,10,Veenker,492113
5376,1903,1,10,1618,1,0,2,13,Mitchel,137745
7645,1905,8,1,1116,3,2,5,10,NoRidge,176298
5486,1957,4,7,1531,1,0,3,7,Veenker,143709
5584,1921,1,9,566,4,2,2,5,Crawfor,354431
11588,1925,10,8,690,2,1,1,3,Veenker,271798
13829,1902,7,5,3937,0,1,2,4,Mitchel,476228
10053,1940,5,4,3315,4,1,1,3,CollgCr,157252
5330,1959,5,7,1020,2,3,5,6,Veenker,222855
4703,2005,1,5,1489,3,2,2,7,NoRidge,421467
10662,1913,10,7,1640,4,0,5,12,Crawfor,264838
10120,1974,6,1,2814,2,0,3,6,Crawfor,489707
9114,1981,9,1,2134,4,0,1,3,CollgCr,270013
3353,2017,9,10,3032,1,0,3,13,CollgCr,324947
12975,1911,8,3,3869,2,3,1,6,Veenker,230697
13023,1986,5,2,1687,1,0,5,10,Mitchel,168819
7063,1911,1,2,875,1,3,4,5,NoRidge,405505
10549,1912,9,7,1152,2,2,2,13,Crawfor,63698
13211,1924,1,10,3839,0,1,5,11,CollgCr,477776
9575,1944,8,2,1048,2,0,1,3,NoRidge,65376
2667,2014,5,4,1597,0,1,1,4,Mitchel,325261
6468,2021,3,2,572,4,2,1,4,Crawfor,286591
11337,1918,7,6,2855,4,2,1,10,Crawfor,499597
8819,1954,7,8,698,2,0,2,5,Mitchel,481172
14377,2009,9,10,3701,4,2,3,2,Crawfor,98786
5719,1999,7,4,2281,3,1,4,2,Mitchel,163005
4745,1944,3,5,1071,1,0,2,8,Crawfor,268850
9483,1907,1,4,1290,1,3,1,8,Veenker,378624
2539,1992,8,3,2138,0,0,2,3,Mitchel,212767
12971,2018,3,5,2331,4,1,5,10,NoRidge,444727
6964,1952,8,9,2355,0,0,1,10,Veenker,365377
14328,1954,8,8,2010,1,0,4,6,NoRidge,423166
6835,1931,5,8,1674,1,1,1,4,Crawfor,465718
5775,1950,1,8,3777,4,0,4,4,NoRidge,493226
8042,1943,10,8,678,3,0,4,13,Veenker,142529
9102,1981,7,7,2744,3,1,3,4,Mitchel,291496
9312,1969,10,8,1234,4,2,3,7,CollgCr,489705
7320,1917,5,8,2636,4,1,2,5,NoRidge,150919
8132,1982,8,8,1298,0,0,2,9,CollgCr,395677
9891,1921,9,10,1287,4,3,4,14,NoRidge,475165
12700,1936,7,7,3295,3,3,1,12,NoRidge,248382
4779,1995,7,1,3754,4,1,5,14,Mitchel,259870
2924,1955,1,4,708,0,3,5,12,Crawfor,119407
13148,2004,4,4,992,0,0,1,12,Veenker,123809
3581,1958,2,5,3701,0,0,1,6,Veenker,329373
9714,1902,2,10,3212,0,1,3,2,Veenker,470601
5324,1927,2,6,3584,2,0,5,10,Crawfor,92176
14677,1973,4,4,2157,4,2,4,2,CollgCr,144825
7713,2014,1,2,3418,1,0,2,7,Veenker,446476
9026,1934,4,6,1231,4,1,3,2,CollgCr,147555
2255,1960,2,8,1629,2,2,5,4,Crawfor,53145
6804,1992,5,8,3946,0,2,1,11,Crawfor,147289
3838,1953,3,7,2105,2,3,5,6,Mitchel,188874
12136,1962,8,6,3245,3,0,4,11,Veenker,314407
2009,1978,4,2,3670,3,1,3,8,Mitchel,470129
4871,1996,1,7,1093,4,3,1,11,Veenker,107788
10989,1906,1,5,3433,4,3,4,9,Crawfor,189227
9409,1975,10,6,3399,1,0,2,13,Crawfor,181994
9418,1948,3,10,1715,1,0,3,10,NoRidge,253303
7124,1993,9,8,824,3,1,4,7,NoRidge,201744
3015,1984,7,8,1478,0,3,4,12,Crawfor,219598
12016,1930,2,3,2249,2,1,1,10,Crawfor,357488
14661,1957,9,7,2350,1,3,2,9,CollgCr,434963
13328,1960,10,1,3503,1,3,4,10,CollgCr,462230
4193,1923,2,1,1990,0,3,3,11,Mitchel,123352
10415,1919,3,7,1393,0,0,4,5,NoRidge,352468
9449,1936,10,10,1890,4,3,5,10,NoRidge,406219
6158,1903,2,9,3889,2,3,3,8,Crawfor,276710
5925,1991,3,7,643,0,3,3,6,Crawfor,219770
8970,2007,6,10,883,1,2,4,6,Mitchel,389313
8938,1919,9,5,2763,1,0,1,2,NoRidge,335528
6784,1959,9,8,3932,3,2,3,3,CollgCr,53512
6000,1923,7,2,2871,0,0,5,11,Veenker,449282
3633,1949,3,9,3586,4,1,1,4,Mitchel,212572
12344,1948,4,6,716,2,2,1,9,Veenker,173775
9266,1950,6,9,2015,4,1,1,7,CollgCr,128743
10702,1995,5,2,3498,1,3,3,13,CollgCr,397786
2384,2004,2,3,2730,4,1,1,11,Veenker,441731
2404,1935,6,8,2817,1,1,4,12,Mitchel,129858
10175,2021,3,1,3492,1,1,1,14,Veenker,104800
14805,2016,8,10,1990,1,1,5,6,Mitchel,150364
14763,1997,2,7,3417,1,0,2,14,Mitchel,314531
4000,1999,1,7,2135,1,2,5,2,Crawfor,237232
12948,1965,9,1,3014,3,0,3,13,NoRidge,254639
11860,1978,3,9,2852,4,0,1,12,NoRidge,182871
7989,1933,1,8,1667,3,0,1,13,CollgCr,169095
3460,1935,7,4,610,3,1,4,10,Crawfor,85548
9190,1905,10,10,1513,0,0,1,4,NoRidge,477111
9140,1938,5,5,731,0,2,5,4,Mitchel,140450
5636,1941,5,2,2214,0,0,3,3,Mitchel,155669
12916,2014,1,9,2255,2,3,2,5,Veenker,392315
6809,2014,9,6,3142,0,1,1,13,Veenker,483595
6178,1957,7,3,2077,4,3,2,3,Mitchel,357558
9245,2017,8,7,1796,3,2,1,14,Mitchel,123071
8600,2024,9,9,2720,4,2,3,10,Veenker,162808
7997,1911,6,3,1472,0,2,5,13,NoRidge,128591
4048,1902,5,2,1530,2,2,3,11,CollgCr,274213
14338,2008,6,7,3726,2,0,2,8,Veenker,316441
6780,1917,2,7,3093,3,1,1,9,NoRidge,159513
2716,1939,4,4,3095,4,2,2,4,NoRidge,440812
9939,1920,3,9,1017,1,3,5,7,NoRidge,398623
7565,1914,7,8,1413,4,2,3,11,Crawfor,148752
6544,1996,9,1,2762,0,1,2,7,Crawfor,186080
6976,1998,5,1,2681,1,3,2,14,NoRidge,267885
14775,1925,6,5,2832,2,3,5,2,Mitchel,427625
12015,1907,10,6,3697,3,3,1,7,Crawfor,197892
12273,1999,2,3,2444,3,0,2,14,Veenker,203325
5419,2011,3,9,1962,2,2,5,4,Crawfor,472418
9239,1993,3,10,2372,0,0,1,12,Mitchel,472452
11766,1986,9,6,3233,2,3,1,4,CollgCr,117156
2249,1941,7,4,3723,0,0,3,4,Crawfor,292960
10865,1943,8,7,2878,1,0,5,11,NoRidge,110263
14725,1913,10,8,3954,2,0,1,12,NoRidge,431140
12357,1977,9,9,3686,0,2,3,12,NoRidge,149252
2770,1901,6,6,3441,1,3,4,11,CollgCr,168632
14154,2018,4,6,1807,2,3,5,12,Mitchel,386999
6363,1936,1,8,1398,3,2,4,9,Veenker,66575
12176,1968,8,5,1598,2,0,1,14,Mitchel,324348
3077,1937,7,3,1689,4,0,5,6,CollgCr,61952
10427,2008,2,3,1712,2,1,3,5,NoRidge,133323
10580,1940,8,6,2625,4,1,1,14,Mitchel,232214
13229,1961,5,2,3494,1,1,5,10,Veenker,214944
9901,2017,7,6,1187,2,2,5,10,NoRidge,210448
6858,1959,4,6,2568,1,3,4,2,Veenker,247156
12040,2024,5,8,1065,1,1,1,3,Crawfor,192712
8544,2010,8,7,1707,0,3,3,9,Veenker,338581
6719,1913,1,8,2394,1,3,3,6,NoRidge,177129
4814,2019,1,9,3793,1,3,1,8,Crawfor,399825
5374,2002,4,6,1326,2,2,1,2,NoRidge,304522
13470,1988,3,3,1851,2,2,2,13,NoRidge,57903
3252,1983,10,10,2726,3,2,4,11,Crawfor,264776
8996,1901,2,3,2311,0,2,1,13,Veenker,76863
14173,2002,3,1,3683,1,1,1,6,CollgCr,355525
6673,1969,1,5,1582,0,0,2,12,CollgCr,340692
12314,1916,1,4,1850,4,0,2,13,CollgCr,493172
6530,2022,6,9,3452,1,0,5,4,CollgCr,61467
12342,1988,5,9,2144,0,1,3,11,Mitchel,370098
8881,2020,8,5,3216,3,0,4,13,CollgCr,336045
8949,1927,2,10,690,3,1,5,13,Crawfor,499199
11521,1965,4,4,1723,1,1,1,3,CollgCr,335445
8241,1934,8,7,1835,4,1,2,3,NoRidge,436830
10017,2000,6,6,1207,3,0,3,10,CollgCr,283614
8941,1904,1,4,3606,3,3,5,14,Veenker,397324
11550,1964,4,10,878,4,0,3,5,Crawfor,119903
